id,title,url,date_iso,year,abstract,source,doi,notes
594,Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,12/19/2024,2024,"Men and women have different cardiovascular responses to spaceflight; however, few studies have focused on direct comparisons between sexes. We investigated the mechanisms of aortic stiffening in socially and sexually mature 20-week-old male and ...",html/json-ld,10.1038/s41526-024-00450-z,
595,NASA open science data repository: open science for life in space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,11/18/2024,2024,"Space biology and health data are critical for the success of deep space missions and sustainable human presence off-world. At the core of effectively managing biomedical risks is the commitment to open science principles, which ensure that data are ...",html/json-ld,10.1093/nar/gkae1116,
596,Artificial Gravity Attenuates the Transcriptomic Response to Spaceflight in the Optic Nerve and Retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,11/9/2024,2024,The development of eye pathology is a serious concern for astronauts who spend time in deep space. Microgravity is a major component of the spaceflight environment which could have adverse effects on ocular health. The use of centrifugation to exert ...,html/json-ld,10.3390/ijms252212041,
597,Effect of Simulated Cosmic Radiation on Cytomegalovirus Reactivation and Lytic Replication,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,9/26/2024,2024,"Human exploration of the solar system will expose crew members to galactic cosmic radiation (GCR), with a potential for adverse health effects. GCR particles (protons and ions) move at nearly the speed of light and easily penetrate space station ...",html/json-ld,10.3390/ijms251910337,
598,Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,10/17/2024,2024,"UNC-89 is a giant sarcomeric M-line protein required for sarcomere organization and optimal muscle function. UNC-89 contains two protein kinase domains, PK1 and PK2, separated by an elastic region. Here we show that PK2 is a canonical kinase ...",html/json-ld,10.1038/s42003-024-07042-3,
599,Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,10/16/2024,2024,,html/json-ld,10.1038/s42003-024-07022-7,
600,Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,10/4/2024,2024,The extreme environment of the International Space Station (ISS) puts selective pressure on microorganisms unintentionally introduced during its 20+ years of service as a low-orbit science platform and human habitat. Such pressure leads to the ...,html/json-ld,10.1186/s40168-024-01916-8,
601,Celebrating 30 years of access to NASA Space Life Sciences data,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,9/16/2024,2024,NASA’s space life sciences research programs established a decades-long legacy of enhancing our ability to safely explore the cosmos. From Skylab and the Space Shuttle Program to the NASA Balloon Program and the International Space Station National ...,html/json-ld,10.1093/gigascience/giae066,
602,Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,9/10/2024,2024,"The commercialization of space travel will soon lead to many more people living and working in unique built environments similar to the International Space Station, which is a specialized closed environment that contains its own indoor microbiome. ...",html/json-ld,10.1186/s40168-024-01864-3,
603,Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,8/29/2024,2024,"The ISS rodent habitat has provided crucial insights into the impact of spaceflight on mammals, inducing symptoms characteristic of liver disease, insulin resistance, osteopenia, and myopathy. Although these physiological responses can involve the ...",html/json-ld,10.1038/s41522-024-00545-1,
604,Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,8/21/2024,2024,"Stem cell research performed in space has provided fundamental insights into stem cell properties and behavior in microgravity including cell proliferation, differentiation, and regeneration capabilities. However, there is broader scientific value ...",html/json-ld,10.1038/s41526-024-00425-0,
605,Simulated microgravity impairs human NK cell cytotoxic activity against space radiation-relevant leukemic cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,8/14/2024,2024,"Natural killer (NK) cells are an important first-line of defense against malignant cells. Because of the potential for increased cancer risk from astronaut exposure to space radiation, we determined whether microgravity present during spaceflight ...",html/json-ld,10.1038/s41526-024-00424-1,
606,Simulated Microgravity Alters Gene Regulation Linked to Immunity and Cardiovascular Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,7/24/2024,2024,Microgravity exposure induces a cephalad fluid shift and an overall reduction in physical activity levels which can lead to cardiovascular deconditioning in the absence of countermeasures. Future spaceflight missions will expose crew to extended ...,html/json-ld,10.3390/genes15080975,
607,Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,7/19/2024,2024,"Spending time in a microgravity environment is known to cause significant skeletal muscle atrophy and weakness via muscle unloading, which can be partly attributed to Ca2+ dysregulation. The sarco(endo)plasmic reticulum Ca2+ ATPase (SERCA) pump is ...",html/json-ld,10.1038/s41526-024-00419-y,
608,Spatially Resolved Transcriptomic Response of Human Deltoid Skin to Microgravity: A Differential Expression Analysis Using the OSD-574 Dataset,https://www.researchsquare.com/article/rs-7394662/v1,8/19/2025,2025,"Spaceflight exposure produces dramatic physiological effects, but its influence on human skin has only been clarified partially so far. To investigate molecular mechanisms of the skin reaction to short-term spaceflight, we analyzed openly available transcriptomic data from the NASA GeneLab OSD...",html/json-ld,10.21203/rs.3.rs-7394662/v1,
609,The evolution of superbugs in space: a genomic perspective on pathogens in the International Space Station environment,https://pmc.ncbi.nlm.nih.gov/articles/PMC12275766/,7/10/2025,2025,"Keywords: Antimicrobial resistance, Virulence, Microgravity, Enterobacter, Staphylococcus",html/json-ld,10.1016/j.jgeb.2025.100536,
610,"Genomic description of Microbacterium mcarthurae sp. nov., a bacterium collected from the International Space Station that exhibits unique antimicrobial-resistant and virulent phenotype",https://pubmed.ncbi.nlm.nih.gov/40391897/,6/17/2025,2025,"A novel bacterial strain, designated as 1F8SW-P5<sup>T</sup>, was isolated from the wall of the crew quarters on the International Space Station. Cells were Gram-staining-positive, strictly aerobic, non-spore-forming, chemoheterotrophic, and mesophilic rods exhibiting catalase-positive and oxidase-negative reactivity. Strain 1F8SW-P5<sup>T</sup> shared the highest 16S rRNA gene similarity with <i>Microbacterium proteolyticum</i> CECT 8356<sup>T</sup> (99.34%) and the highest <i>gyrB</i> gene similarity with <i>Microbacterium algihabitans</i> KSW2-21<sup>T</sup> (91.34%). Its strongest matches via average nucleotide identity and DNA-DNA hybridization were to <i>Microbacterium hydrothermale</i> CGMCC_1.12512<sup>T</sup> (84.36% and 25.80%, respectively). 1F8SW-P5<sup>T</sup> formed a distinct lineage during phylogenetic and phylogenomic analysis. The biochemical, phenotypic, chemotaxonomic, and phylogenomic features substantiated the affiliation to 1F8SW-P5<sup>T</sup> as a new species of <i>Microbacterium</i>, for which we propose the name <i>Microbacterium mcarthurae</i>, with the type strain 1F8SW-P5<sup>T</sup> (=DSM 115934<sup>T</sup> =NRRL B-65667<sup>T</sup>). Based on metagenomic data collected during the Microbial Tracking mission series, <i>M. mcarthurae</i> was identified from all surfaces (<i>n</i> = 8) over an 8-year period, with an increase in relative abundance over time. This is of potential concern, as we observed resistance to all tested fluoroquinolone antibiotics (<i>n</i> = 6), two β-lactam antibiotics, and one macrolide antibiotic, which was not predicted based on isolate or plasmid genotype alone. Furthermore, we found an increase in virulence, compared to <i>Escherichia coli</i>, when tested within a <i>Caenorhabditis elegans</i> model. This pathogenic profile highlights the importance of continued characterization of spacecraft-associated microbes, the characterization of previously unidentified antimicrobial resistance and virulence genes, and the implementation of targeted mitigation strategies during spaceflight.<h3>Importance</h3><p>Crew members are at an increased risk for exposure to and infection by pathogenic microbes during spaceflight. Therefore, it is imperative to characterize the species that are able to colonize and persist on spacecraft, how those organisms change in abundance and distribution over time, and their genotypic potential for and phenotypic expression of pathogenic traits (i.e., whether they encode for or exhibit traits associated with antibiotic resistance and/or virulence). Here, we describe a novel species of <i>Microbacterium</i> collected from the crew quarters on the International Space Station (ISS), 1F8SW-P5<sup>T</sup>, for which we propose the name <i>Microbacterium mcarthurae</i>. <i>M. mcarthurae</i> was found to be distributed throughout the ISS with an increase in relative abundance over time. Additionally, this bacterium exhibits a unique antibiotic resistance phenotype that was not predicted from whole-genome sequencing, as well as increased virulence, suggesting the need for the identification of previously undescribed antimicrobial resistance genes and monitoring/mitigation during spaceflight.</p>",html/json-ld,10.1128/msystems.00537-25,
